date,product,quantity,price,promotion,weekend,sales,day,month,year,day_of_week
2026-01-30,Smartwatch,14,5000,0,0,68386.6,30,1,2026,4
2026-01-31,Smartwatch,4,5000,0,1,18745.83,31,1,2026,5
2026-02-01,Smartwatch,13,5000,0,1,71640.97,1,2,2026,6
2026-02-02,Headphones,10,3000,1,0,38781.15,2,2,2026,0
2026-02-03,Tablet,18,18000,0,0,326279.44,3,2,2026,1
2026-02-04,Mobile,8,25000,0,0,210825.01,4,2,2026,2
2026-02-05,Headphones,8,3000,0,0,20782.41,5,2,2026,3
2026-02-06,Smartwatch,7,5000,0,0,39639.2,6,2,2026,4
2026-02-07,Laptop,8,55000,0,1,440285.07,7,2,2026,5
2026-02-08,Smartwatch,14,5000,0,1,71342.96,8,2,2026,6
2026-02-09,Tablet,19,18000,1,0,418042.34,9,2,2026,0
2026-02-10,Smartwatch,6,5000,0,0,32539.18,10,2,2026,1
2026-02-11,Laptop,1,55000,0,0,57691.48,11,2,2026,2
2026-02-12,Tablet,15,18000,1,0,329362.54,12,2,2026,3
2026-02-13,Smartwatch,1,5000,0,0,3175.24,13,2,2026,4
2026-02-14,Tablet,17,18000,0,1,301803.95,14,2,2026,5
2026-02-15,Mobile,1,25000,0,1,19775.95,15,2,2026,6
2026-02-16,Mobile,15,25000,0,0,365168.22,16,2,2026,0
2026-02-17,Smartwatch,2,5000,1,0,22281.04,17,2,2026,1
2026-02-18,Tablet,14,18000,0,0,246483.96,18,2,2026,2
2026-02-19,Laptop,8,55000,1,0,526893.73,19,2,2026,3
2026-02-20,Smartwatch,8,5000,0,0,38615.93,20,2,2026,4
2026-02-21,Mobile,19,25000,0,1,476537.03,21,2,2026,5
2026-02-22,Mobile,7,25000,0,1,179078.69,22,2,2026,6
2026-02-23,Smartwatch,19,5000,0,0,99302.37,23,2,2026,0
2026-02-24,Tablet,6,18000,0,0,105084.61,24,2,2026,1
2026-02-25,Mobile,6,25000,1,0,179164.39,25,2,2026,2
2026-02-26,Tablet,3,18000,0,0,55412.9,26,2,2026,3
2026-02-27,Mobile,7,25000,1,0,208756.54,27,2,2026,4
2026-02-28,Mobile,19,25000,0,1,483036.73,28,2,2026,5
2026-03-01,Headphones,8,3000,1,1,31254.87,1,3,2026,6
2026-03-02,Mobile,10,25000,1,0,303674.39,2,3,2026,0
2026-03-03,Laptop,15,55000,1,0,993314.41,3,3,2026,1
2026-03-04,Smartwatch,15,5000,1,0,95867.37,4,3,2026,2
2026-03-05,Smartwatch,1,5000,1,0,6905.11,5,3,2026,3
2026-03-06,Tablet,7,18000,0,0,119515.84,6,3,2026,4
2026-03-07,Mobile,4,25000,0,1,101998.44,7,3,2026,5
2026-03-08,Laptop,6,55000,0,1,326743.22,8,3,2026,6
2026-03-09,Tablet,1,18000,1,0,18956.92,9,3,2026,0
2026-03-10,Headphones,5,3000,0,0,17931.82,10,3,2026,1
2026-03-11,Tablet,1,18000,1,0,27791.42,11,3,2026,2
2026-03-12,Tablet,4,18000,0,0,72106.36,12,3,2026,3
2026-03-13,Mobile,2,25000,0,0,51544.17,13,3,2026,4
2026-03-14,Headphones,10,3000,0,1,38511.07,14,3,2026,5
2026-03-15,Tablet,5,18000,0,1,91203.77,15,3,2026,6
2026-03-16,Laptop,10,55000,0,0,563008.42,16,3,2026,0
2026-03-17,Laptop,1,55000,0,0,57827.55,17,3,2026,1
2026-03-18,Smartwatch,6,5000,0,0,21196.19,18,3,2026,2
2026-03-19,Headphones,13,3000,0,0,42766.71,19,3,2026,3
2026-03-20,Headphones,15,3000,0,0,46905.79,20,3,2026,4
2026-03-21,Smartwatch,4,5000,0,1,26448.76,21,3,2026,5
2026-03-22,Tablet,13,18000,1,1,284165.91,22,3,2026,6
2026-03-23,Headphones,15,3000,0,0,44307.72,23,3,2026,0
2026-03-24,Laptop,8,55000,0,0,433878.51,24,3,2026,1
2026-03-25,Laptop,5,55000,0,0,273954.88,25,3,2026,2
2026-03-26,Mobile,15,25000,0,0,370747.4,26,3,2026,3
2026-03-27,Headphones,4,3000,0,0,9097.38,27,3,2026,4
2026-03-28,Tablet,12,18000,0,1,218942.89,28,3,2026,5
2026-03-29,Smartwatch,13,5000,0,1,73349.52,29,3,2026,6
2026-03-30,Smartwatch,2,5000,0,0,11973.36,30,3,2026,0
2026-03-31,Tablet,19,18000,0,0,336020.58,31,3,2026,1
2026-04-01,Mobile,19,25000,1,0,572223.01,1,4,2026,2
2026-04-02,Smartwatch,4,5000,1,0,29983.16,2,4,2026,3
2026-04-03,Headphones,4,3000,0,0,8951.09,3,4,2026,4
2026-04-04,Mobile,11,25000,0,1,274329.91,4,4,2026,5
2026-04-05,Headphones,5,3000,0,1,15073.44,5,4,2026,6
2026-04-06,Laptop,11,55000,0,0,601075.51,6,4,2026,0
2026-04-07,Mobile,10,25000,1,0,303241.4,7,4,2026,1
2026-04-08,Smartwatch,8,5000,0,0,39395.26,8,4,2026,2
2026-04-09,Mobile,6,25000,0,0,152097.66,9,4,2026,3
2026-04-10,Mobile,6,25000,0,0,145562.54,10,4,2026,4
2026-04-11,Mobile,8,25000,1,1,237812.71,11,4,2026,5
2026-04-12,Mobile,15,25000,0,1,378611.91,12,4,2026,6
2026-04-13,Headphones,14,3000,0,0,40135.83,13,4,2026,0
2026-04-14,Laptop,11,55000,0,0,613634.82,14,4,2026,1
2026-04-15,Tablet,12,18000,0,0,214001.82,15,4,2026,2
2026-04-16,Mobile,13,25000,0,0,326123.42,16,4,2026,3
2026-04-17,Smartwatch,8,5000,0,0,44662.95,17,4,2026,4
2026-04-18,Mobile,18,25000,0,1,442908.17,18,4,2026,5
2026-04-19,Smartwatch,1,5000,0,1,0.0,19,4,2026,6
2026-04-20,Headphones,15,3000,0,0,37371.72,20,4,2026,0
2026-04-21,Smartwatch,8,5000,0,0,46312.92,21,4,2026,1
2026-04-22,Tablet,11,18000,0,0,195240.71,22,4,2026,2
2026-04-23,Laptop,12,55000,0,0,672791.0,23,4,2026,3
2026-04-24,Smartwatch,12,5000,1,0,69178.76,24,4,2026,4
2026-04-25,Smartwatch,4,5000,0,1,20922.76,25,4,2026,5
2026-04-26,Laptop,16,55000,0,1,887710.55,26,4,2026,6
2026-04-27,Tablet,4,18000,0,0,82030.46,27,4,2026,0
2026-04-28,Mobile,5,25000,0,0,135307.52,28,4,2026,1
2026-04-29,Smartwatch,5,5000,1,0,36041.83,29,4,2026,2
2026-04-30,Laptop,8,55000,0,0,445120.31,30,4,2026,3
2026-05-01,Headphones,10,3000,1,0,38962.63,1,5,2026,4
2026-05-02,Laptop,17,55000,0,1,938891.81,2,5,2026,5
2026-05-03,Headphones,9,3000,0,1,24244.07,3,5,2026,6
2026-05-04,Tablet,19,18000,1,0,406309.01,4,5,2026,0
2026-05-05,Mobile,14,25000,1,0,419983.13,5,5,2026,1
2026-05-06,Laptop,8,55000,1,0,527149.08,6,5,2026,2
2026-05-07,Smartwatch,9,5000,1,0,51733.86,7,5,2026,3
2026-05-08,Tablet,11,18000,0,0,201481.94,8,5,2026,4
2026-05-09,Laptop,1,55000,1,1,70776.53,9,5,2026,5
2026-05-10,Smartwatch,14,5000,0,1,70442.03,10,5,2026,6
2026-05-11,Laptop,5,55000,1,0,337387.65,11,5,2026,0
2026-05-12,Headphones,14,3000,0,0,36291.55,12,5,2026,1
2026-05-13,Laptop,4,55000,1,0,263031.7,13,5,2026,2
2026-05-14,Laptop,1,55000,0,0,51415.89,14,5,2026,3
2026-05-15,Laptop,19,55000,0,0,1035667.32,15,5,2026,4
